0.817395,0.077852,0,1
0.876804,0.138456,0,1
0.825288,0.096829,0,1
0.823930,0.039722,0,1
0.843280,0.055376,0,1
0.781494,0.074878,2,1
0.825542,0.120441,0,1
0.802712,0.096741,0,1
0.888686,0.111521,3,1
0.842941,0.099540,0,1
0.870015,0.153673,0,1
0.879605,0.029490,0,1
0.895985,0.098753,3,1
0.833945,0.075053,0,1
0.826646,0.092894,0,1
0.755015,0.074529,2,1
0.835727,0.076452,0,1
0.860509,0.077327,3,1
0.848118,0.099977,0,1
0.795753,0.078027,0,1
0.807041,0.116243,1,1
0.827579,0.074004,0,1
0.852362,0.043920,0,1
0.816376,0.097878,0,1
0.845911,0.117293,0,1
0.831314,0.098228,0,1
0.902011,0.105312,3,1
0.801609,0.091932,0,1
0.893948,0.091669,3,1
0.840480,0.083973,0,1
0.835387,0.101814,0,1
0.817310,0.089745,0,1
0.874258,0.090970,3,1
0.823506,0.154110,0,1
0.824694,0.074091,0,1
0.813321,0.050129,0,1
0.825882,0.146240,0,1
0.808823,0.092456,0,1
0.852786,0.119304,0,1
0.816292,0.108897,1,1
0.821469,0.099103,0,1
0.848542,0.066133,0,1
0.809502,0.066221,0,1
0.832332,0.114144,0,1
0.841923,0.069019,0,1
0.879011,0.039635,3,1
0.795753,0.134871,1,1
0.801948,0.062635,0,1
0.842262,0.115194,0,1
0.893609,0.075840,3,1
0.870694,0.083798,3,1
0.819771,0.094730,0,1
0.838018,0.149038,0,1
0.863565,0.117118,0,1
0.807804,0.097441,0,1
0.819177,0.079863,0,1
0.833351,0.126038,0,1
0.831059,0.137407,0,1
0.894118,0.123852,3,1
0.790915,0.055814,0,1
0.801609,0.075578,0,1
0.834624,0.042696,0,1
0.866790,0.127000,0,1
0.789812,0.044970,0,1
0.834963,0.046894,0,1
0.811708,0.132772,1,1
0.807125,0.090970,0,1
0.874004,0.119479,0,1
0.838952,0.073654,0,1
0.880878,0.069719,3,1
0.810096,0.069019,0,1
0.847185,0.057825,0,1
0.824863,0.071205,0,1
0.833351,0.046894,0,1
0.835557,0.086859,0,1
0.748480,0.077240,2,1
0.915506,0.097091,3,1
0.819941,0.036137,0,1
0.824863,0.071030,0,1
0.834454,0.101027,0,1
0.897598,0.071205,3,1
0.802882,0.087209,0,1
0.822487,0.068407,0,1
0.824524,0.085897,0,1
0.808144,0.027217,0,1
0.862546,0.071817,3,1
0.847779,0.108198,0,1
0.801948,0.115981,1,1
0.810945,0.029141,0,1
0.868996,0.114057,0,1
0.820959,0.084760,0,1
0.800421,0.079863,0,1
0.841159,0.086947,0,1
0.865092,0.085635,3,1
0.882745,0.074791,3,1
0.857369,0.050042,0,1
0.825203,0.061148,0,1
0.801863,0.119217,1,1
0.845148,0.094817,0,1
0.853295,0.146677,0,1
0.575428,0.337935,4,2
0.563122,0.336449,4,2
0.555823,0.257129,4,2
0.548185,0.320270,4,2
0.538255,0.264738,4,2
0.509738,0.299806,4,2
0.529852,0.306015,4,2
0.538594,0.298844,4,2
0.586376,0.258441,4,2
0.570506,0.309076,4,2
0.527815,0.306802,4,2
0.518819,0.263776,4,2
0.530871,0.326741,4,2
0.533926,0.298844,4,2
0.556672,0.296833,4,2
0.558199,0.339072,4,2
0.524081,0.360148,8,2
0.539528,0.310825,4,2
0.539188,0.277243,4,2
0.512539,0.323681,4,2
0.524845,0.300768,4,2
0.579841,0.292023,4,2
0.511860,0.292285,4,2
0.485889,0.270422,5,2
0.549967,0.304266,4,2
0.553446,0.237452,7,2
0.506937,0.352278,4,2
0.500487,0.264563,5,2
0.576107,0.309601,4,2
0.554635,0.322806,4,2
0.542923,0.371430,8,2
0.510672,0.278730,5,2
0.574325,0.304703,4,2
0.533672,0.315722,4,2
0.540801,0.285639,4,2
0.545638,0.294122,4,2
0.576277,0.234829,7,2
0.488011,0.264825,5,2
0.540292,0.311350,4,2
0.553362,0.308202,4,2
0.565923,0.306715,4,2
0.560915,0.291411,4,2
0.570675,0.317996,4,2
0.607509,0.301468,4,2
0.554380,0.298757,4,2
0.519753,0.327703,4,2
0.515679,0.297270,4,2
0.558199,0.314148,4,2
0.543517,0.290886,4,2
0.503967,0.290449,4,2
0.566007,0.295346,4,2
0.550221,0.295696,4,2
0.490387,0.238327,6,2
0.514576,0.350703,4,2
0.537406,0.270772,4,2
0.543686,0.270510,4,2
0.536472,0.323681,4,2
